OBJECTID,Tract_1,CIscore,HazScore,HealthScore,SVscore,CCVscore,Shape__Area,Shape__Length
1009,6037430724,13,2,2,4,5,851161.6015625,4961.39874285861
1010,6037403304,9,2,3,2,2,5319137.80078125,10372.2298877327
1011,6037403321,11,2,5,2,2,9776542.7265625,15574.6640848261
1012,6037403318,9,1,5,2,1,4917478.69921875,11171.8679252353
1013,6037403317,8,1,4,2,1,5605445.4375,12734.4754825813
1014,6037403320,6,1,3,1,1,5711880.69921875,10720.7588405174
1015,6037195500,12,3,4,1,4,1775796.0703125,7332.40670037311
1016,6037195720,17,5,5,3,4,423559.1015625,3075.18955929041
1017,6037195710,16,5,5,3,3,706116.83984375,3595.56992275967
1018,6037197410,11,2,5,2,2,2040538.94921875,6819.85759701904
1019,6037195802,18,5,5,4,4,584242.06640625,3657.62136137087
1020,6037197300,12,3,4,2,3,960808.234375,5585.69789578474
1021,6037197200,17,4,5,4,4,1137092.1171875,5466.55227181172
1022,6037542502,17,3,4,5,5,1457876.13671875,5217.68745683553
1023,6037543703,12,4,4,2,2,1505367.859375,4987.68057853207
1024,6037571000,7,1,2,1,3,2541710.6171875,6527.99039235536
1025,6037570204,18,5,4,4,5,793256.2109375,3621.27942793412
1026,6037570303,13,1,4,4,4,895484.890625,4244.98005123589
1027,6037555104,13,3,2,3,5,1277612.3203125,4627.86461540707
1028,6037570502,15,4,3,4,4,2901693.609375,7330.35612561722
1029,6037570402,10,3,2,2,3,2224656.95703125,7742.68757603055
1030,6037570501,9,1,3,3,2,2154901.96875,6185.67190468305
1031,6037570603,16,5,2,4,5,1067205.890625,4592.53537317368
1032,6037570301,12,1,4,4,3,1742877.171875,6947.89917062919
1033,6037570602,14,3,4,3,4,1515140.83203125,5318.40190445702
1034,6037570304,13,2,3,5,3,825524.73828125,5060.23758220544
1035,6037504102,0,0,2,0,5,9416482.2421875,22514.4768210805
1036,6037480002,11,3,2,2,4,1974172.32421875,7187.9873428924
1037,6037620102,9,5,2,1,1,1271634.390625,5883.66479853892
1038,6037293301,11,5,3,2,1,1215626.37890625,5219.10648762396
1039,6037300100,5,1,1,1,2,6750064.703125,11309.9320248458
1040,6037300501,8,4,1,1,2,1972741.35546875,7442.51036566344
1041,6037101400,8,3,1,2,2,9251469.30859375,15715.0913881602
1042,6037910210,7,1,1,2,3,4699745.6640625,9344.92342706454
1043,6037480303,13,3,2,4,4,661060.19921875,3300.4171815196
1044,6037463602,14,3,3,3,5,1354865.1328125,4705.40729620927
1045,6037463601,10,1,2,2,5,1361219.52734375,4715.65526995296
1046,6037462302,13,5,2,2,4,1022435.83984375,4146.26078481956
1047,6037462301,12,4,1,3,4,933128.1953125,3952.18354475216
1048,6037462202,13,4,3,2,4,832882.80078125,3669.25116964788
1049,6037462201,14,3,2,4,5,783562.05078125,3570.90274140122
1050,6037462002,10,1,1,4,4,750169.6015625,3982.60115593347
1051,6037462001,8,1,1,4,2,750440.84765625,3988.44715404672
1052,6037461902,14,4,3,2,5,1218965.42578125,4558.84915367148
1053,6037461901,12,3,2,3,4,1277842.6171875,4943.17706109905
1054,6037461502,10,1,1,5,3,1716255.85546875,5401.12252252813
1055,6037186201,15,3,3,4,5,757826.34375,4437.59175935557
1056,6037183702,14,3,4,3,4,1306097.99609375,6307.94404892033
1057,6037183701,17,4,5,4,4,804682.6015625,4603.85655176596
1058,6037183402,14,3,3,3,5,755463.8046875,4125.09058917976
1059,6037183401,12,3,3,2,4,707464.48046875,3855.09520761143
1060,6037183222,12,3,2,3,4,1358442.41796875,6201.04128322726
1061,6037183221,9,2,2,3,2,1034895.98046875,4723.86462729641
1062,6037143603,11,3,5,1,2,769381.3046875,4962.64971809625
1063,6037701701,8,1,4,1,2,961380.8359375,4818.82821668919
1064,6037701100,12,4,3,4,1,3699333.125,10383.7978118968
1065,6037701302,5,1,2,1,1,664469.40234375,3654.97994187699
1066,6037701601,7,2,2,2,1,1797047.3359375,6008.04889109275
1067,6037701801,14,5,5,2,2,2782856.23828125,7093.10400018159
1068,6037701602,9,2,4,2,1,965326.9765625,4828.21307692859
1069,6037701501,8,2,3,1,2,898533.71484375,4552.40746381133
1070,6037701702,13,5,4,2,2,878313.796875,4526.48804892128
1071,6037482001,13,4,5,2,2,4307021.26953125,9392.97470246375
1072,6037482002,14,2,5,3,4,3642263.62890625,8341.67428033685
1073,6037482101,15,3,4,4,4,1685227.01953125,6183.06482248305
1074,6037482201,14,1,4,4,5,1133609.4140625,4421.24422698116
1075,6037482202,14,2,4,4,4,945363.375,3889.23949607533
1076,6037482102,10,1,4,3,2,1600511.0234375,5556.09366445842
1077,6037433802,16,4,5,3,4,9567549.97265625,16219.1430066979
1078,6037433902,17,4,5,4,4,1065291.30859375,4460.26656985738
1079,6037128910,12,2,4,2,4,1954185.05859375,6404.54066155389
1080,6037500500,18,4,5,4,5,1102743.00390625,5251.4485176989
1081,6037500402,18,5,5,4,4,1952495.31640625,5654.55359694543
1082,6037128702,9,3,3,1,2,2430542.82421875,6272.99284598856
1083,6037500600,17,5,5,4,3,1719038.890625,5415.19574929392
1084,6037541606,17,5,3,5,4,491191.30859375,2978.45070246697
1085,6037128302,15,5,2,4,4,1009116.3359375,4585.62769824346
1086,6037602106,14,4,4,4,2,1191798.03125,4879.97972273796
1087,6037602002,16,5,5,5,1,782083.5859375,3957.19661436807
1088,6037128303,17,5,2,5,5,606369.87890625,3602.17145631907
1089,6037603001,15,4,5,4,2,1646890.55859375,5966.74511313875
1090,6037602404,12,4,3,3,2,940117.65625,4152.00122557643
1091,6037128220,14,5,2,3,4,814308.828125,3703.21571139038
1092,6037602403,13,3,4,4,2,855120.76953125,3699.68204679758
1093,6037600703,9,1,5,2,1,760433.69921875,4010.50909873829
1094,6037602402,14,5,4,3,2,1918595.1875,6435.78336832832
1095,6037600602,17,3,5,5,4,1006460.32421875,3995.16221686848
1096,6037601303,17,5,4,4,4,641031.70703125,3270.92355753382
1097,6037236000,7,2,3,1,1,5869113.15234375,11627.8525809863
1098,6037236100,15,2,4,5,4,1653002.609375,5487.10996733908
1099,6037237300,16,4,4,4,4,1452501.6015625,4950.66991174253
1100,6037237500,16,3,4,5,4,489526.5,3034.31865042223
1101,6037237600,19,4,5,5,5,734305.625,3485.87240012802
1102,6037237720,14,2,5,5,2,474627.3671875,3206.32476565281
1103,6037237800,12,3,4,3,2,1415331.078125,4832.3362067719
1104,6037237710,17,3,5,5,4,628847.5390625,3454.89025394225
1105,6037237900,12,3,4,3,2,1429873.9375,4879.02369205765
1106,6037239330,19,5,5,5,4,1427189.85546875,4943.17531430681
1107,6037239310,19,5,5,5,4,779245.49609375,3563.50489997333
1108,6037239320,19,5,5,5,4,506013.8203125,3050.66233639564
1109,6037238310,15,2,5,5,3,582294.6328125,3418.1083093206
1110,6037238100,10,1,4,3,2,1432764.9296875,4880.55862834843
1111,6037534002,16,4,4,4,4,1312882.1796875,6185.96036195189
1112,6037533203,17,4,5,4,4,563341.26171875,3355.03420530777
1113,6037534301,18,4,5,5,4,1255941.3984375,5265.54747067264
1114,6037532001,20,5,5,5,5,1969731.578125,6334.37498698151
1115,6037532303,18,5,5,3,5,11030600.6953125,16907.1094475506
1116,6037534403,15,3,5,5,2,456733.5859375,3099.89194273675
1117,6037534700,12,3,4,3,2,809024.0546875,3642.14229520065
1118,6037430701,9,2,2,1,4,4376285.30859375,10052.151072579
1119,6037431700,7,1,1,2,3,4632786.11328125,8787.99694686031
1120,6037430802,7,1,1,2,3,2722234.671875,7232.24860137727
1121,6037431400,9,2,2,2,3,2606937.22265625,7996.52946474226
1122,6037431800,10,2,1,2,5,2162035.3828125,5933.36952811609
1123,6037430400,6,3,1,1,1,5271911.19921875,12948.5646848543
1124,6037430600,7,3,1,1,2,5439354.453125,13058.8104175572
1125,6037401602,8,1,3,2,2,2963228.62890625,7040.28782138272
1126,6037400204,5,1,2,1,1,10995053.046875,14178.9843079665
1127,6037404000,10,3,2,3,2,1931612.19921875,5909.21544661834
1128,6037401601,13,1,5,2,5,3781975.0234375,10727.1629632934
1129,6037401701,11,1,5,1,4,2913905.21484375,6753.06709097187
1130,6037542402,12,3,3,4,2,2276752.4296875,6949.88078428263
1131,6037543100,13,3,5,3,2,4205309.2734375,9388.46461303243
1132,6037553300,14,5,3,2,4,1222067.6484375,5221.41569920048
1133,6037554802,10,2,1,3,4,2237801.4375,7037.44066822586
1134,6037554900,9,2,2,3,2,2554225.09765625,9467.62404056631
1135,6037106604,13,5,1,4,3,3807579.33984375,9713.45616816144
1136,6037553400,13,4,3,3,3,1062781.125,4320.03196788989
1137,6037554002,13,3,2,4,4,1851336.77734375,7545.565361715
1138,6037570601,14,3,4,3,4,1134376.11328125,4534.76742140792
1139,6037570901,7,1,2,1,3,2640383.1796875,6770.52155034225
1140,6037570800,6,1,2,1,2,3490970.765625,7529.43970061886
1141,6037571200,7,1,1,2,3,3805840.56640625,7860.78198948945
1142,6037571400,9,3,1,1,4,3137675.4609375,11774.7021323701
1143,6037573401,10,4,2,2,2,1512646.359375,6837.9537625713
1144,6037572500,17,4,4,4,5,854250.58203125,3907.07648237994
1145,6037571502,11,3,2,2,4,2001282.04296875,5938.8232698756
1146,6037571600,16,5,2,5,4,421511.96484375,3554.58688548989
1147,6037208720,19,4,5,5,5,234850.55859375,2528.20418512014
1148,6037209402,20,5,5,5,5,199037.08203125,1786.61492638503
1149,6037297300,6,1,1,2,2,2086060.44140625,7405.7485491999
1150,6037530500,18,4,5,4,5,1314421.37890625,4689.78259292768
1151,6037297120,13,4,2,4,3,642488.64453125,3755.8781938847
1152,6037702901,5,1,2,1,1,5480283.37109375,9552.10014572464
1153,6037701000,9,3,3,2,1,2075838.7578125,6952.40102267622
1154,6037194500,12,3,4,1,4,1007005.20703125,5503.55237933954
1155,6037701201,4,1,1,1,1,2826977.546875,6791.28210587503
1156,6037195300,14,5,4,2,3,849155.97265625,4076.67402195675
1157,6037620101,9,4,3,1,1,1972958.4765625,5933.98845026511
1158,6037620201,12,5,4,1,2,348163.96484375,2685.37423787943
1159,6037275603,11,3,4,2,2,1503637.30078125,6153.77061391631
1160,6037275500,8,1,3,3,1,1151178.9609375,4329.12632460554
1161,6037275102,10,2,4,3,1,899323.40625,4467.59054517073
1162,6037274202,7,1,1,1,4,1602246.2578125,6442.17666330655
1163,6037273902,6,1,2,1,2,1320605.92578125,5049.3979789964
1164,6037273502,7,2,2,1,2,805822.25,3804.46883442897
1165,6037273402,10,3,2,1,4,790958.79296875,4027.33666475358
1166,6037272202,11,2,4,2,3,453279.75390625,3233.00207614342
1167,6037272201,10,2,4,2,2,378411.61328125,2466.06838307088
1168,6037271902,8,1,4,2,1,1350393.515625,4690.65940466379
1169,6037271901,11,3,4,3,1,955363.328125,3937.00881614766
1170,6037269905,14,5,4,2,3,345905.5390625,3035.58982131988
1171,6037269904,11,5,4,1,1,485692.59765625,3318.75241430969
1172,6037141304,12,4,3,1,4,1041754.07421875,5210.21347401859
1173,6037141303,11,1,3,2,5,384046.9375,2604.45456640437
1174,6037141202,10,4,3,1,2,1022696.04296875,4642.27596839557
1175,6037141201,13,4,4,1,4,1028049.7578125,4464.11122961774
1176,6037141102,11,2,4,1,4,1139943.12109375,5645.79334530616
1177,6037139402,7,2,2,2,1,3576446.00390625,10513.7230407276
1178,6037139001,9,2,3,2,2,1817776,6532.37219299655
1179,6037137104,9,1,5,1,2,3757417.109375,8612.90135489092
1180,6037134904,10,1,3,3,3,1533268.12109375,5778.69027726422
1181,6037702300,8,3,3,1,1,3805407.23828125,7782.69863778096
1182,6037139600,7,2,2,1,2,3630772.6875,7649.36783246732
1183,6037702201,9,4,3,1,1,1754480.76953125,5586.62779525598
1184,6037702202,8,3,3,1,1,1477168.55859375,5090.54384148954
1185,6037701802,13,5,4,2,2,1815941.75,5613.91311691691
1186,6037224200,19,5,5,5,4,543012.40625,3173.0147232029
1187,6037221210,18,5,4,5,4,520503.50390625,3098.56922415197
1188,6037530700,19,5,5,5,4,1548592.41796875,6566.77435106931
1189,6037482702,12,1,4,3,4,1039151.3046875,5128.81395000412
1190,6037137501,6,1,2,1,2,3681516.80859375,8913.51777055097
1191,6037530102,15,2,5,3,5,1927020.2578125,5848.20229409504
1192,6037137402,9,2,2,2,3,4507912.421875,11423.4989580207
1193,6037432201,14,2,4,4,4,1690082.5625,5719.34900849953
1194,6037481300,12,3,4,3,2,1309060.40234375,5185.42808874005
1195,6037404600,12,2,3,3,4,36400166.7109375,48605.3404946007
1196,6037540300,17,5,5,5,2,2220177.19921875,8063.50763880067
1197,6037540203,18,5,4,5,4,1312946,4819.06947741054
1198,6037541002,13,4,5,2,2,4994424.80078125,9494.94475666188
1199,6037104610,13,5,1,5,2,867424.6640625,4283.7904966345
1200,6037106111,5,1,1,2,1,5613570.7265625,13031.2841905544
1201,6037111201,8,3,1,2,2,2796241.30078125,9280.61783077119
1202,6037109800,9,2,2,2,3,2054429.8984375,6115.91584333659
1203,6037111100,6,2,1,2,1,1554489.421875,5004.606722298
1204,6037600911,12,3,4,3,2,996540.3359375,4188.2049855587
1205,6037601202,12,2,5,4,1,953801.171875,3928.42707677473
1206,6037600802,10,2,4,2,2,2841813.76953125,7475.60681207053
1207,6037601301,11,3,4,2,2,900392.48046875,4070.95222521433
1208,6037601001,16,4,4,4,4,1281707.859375,5236.06678825863
1209,6037601302,14,4,4,4,2,1780177.86328125,7206.87923138747
1210,6037600704,11,1,5,3,2,1360081.609375,4749.0019075273
1211,6037600912,11,3,3,4,1,1583452.2421875,5707.16454304145
1212,6037201401,14,4,3,4,3,1906617.41796875,5625.22047772455
1213,6037238320,17,3,5,5,4,686189.0078125,3557.51093957466
1214,6037301100,12,2,3,2,5,1959457.37890625,6775.93440378665
1215,6037301400,6,1,2,1,2,2331520.03125,7033.82424232057
1216,6037301502,11,2,2,3,4,982835.01953125,5566.60881225875
1217,6037301501,7,1,2,2,2,873037.328125,5165.10421642748
1218,6037301204,15,3,3,4,5,593873.6796875,3198.45422635639
1219,6037301702,19,5,5,4,5,1189507.40625,4465.70054858449
1220,6037301701,16,4,4,3,5,1376114.921875,5709.72339085403
1221,6037301602,14,5,4,3,2,1483749.578125,5749.32345627272
1222,6037301900,16,4,4,3,5,1620272.171875,6243.15301295895
1223,6037534501,13,3,4,4,2,981011.3125,4076.22957614052
1224,6037204920,19,5,5,5,4,1320877.890625,4708.44841674236
1225,6037206050,20,5,5,5,5,2539768.8203125,9381.51713278073
1226,6037543601,9,3,2,3,1,940514.54296875,4000.85158395037
1227,6037532900,16,3,4,5,4,1116520.0625,4390.44687419478
1228,6037533103,19,4,5,5,5,505721.265625,2924.52077795396
1229,6037535102,17,4,4,5,4,862162.05859375,4584.61503829543
1230,6037535200,14,3,4,5,2,1266910.828125,6588.2603602444
1231,6037535400,16,4,5,5,2,1398547.10546875,8282.17480831558
1232,6037430501,5,1,1,1,2,6928619.92578125,12157.1378057679
1233,6037430200,6,1,1,1,3,7532012.609375,13385.7894266209
1234,6037431600,11,3,2,2,4,3015494.0703125,8188.21435190843
1235,6037463102,8,2,1,2,3,3726203.34375,12910.3083822274
1236,6037431900,11,2,3,3,3,1564721.3671875,5441.3063952459
1237,6037432000,13,2,4,3,4,3257932.171875,9186.25110592271
1238,6037401312,10,1,3,2,4,4106626.2890625,8953.79805150456
1239,6037407900,10,1,4,3,2,2193921.90234375,6452.04845083557
1240,6037403401,9,2,3,2,2,3325472.8515625,11589.276510839
1241,6037403406,11,2,4,3,2,1841505.67578125,5827.08725966633
1242,6037403405,6,1,3,1,1,5108864.46875,12806.1102002056
1243,6037403403,9,2,4,2,1,5464090.2109375,15495.6697001718
1244,6037189800,13,4,5,1,3,1064614.66015625,4658.31116103643
1245,6037554201,11,4,2,3,2,1409753.578125,4847.6081633182
1246,6037554404,17,5,4,4,4,1226972.97265625,4470.5247343858
1247,6037106603,5,1,1,2,1,22484752.4179688,22624.9600068558
1248,6037554403,19,5,5,4,5,1235027.2578125,4484.54990044034
1249,6037554519,8,1,1,2,4,2532755.50390625,7199.12168907561
1250,6037554511,8,3,2,1,2,3451629.91015625,7339.15502085402
1251,6037554518,8,2,2,2,2,2611956.37890625,7810.64080561158
1252,6037554513,7,1,1,2,3,823642.15234375,3850.0079527047
1253,6037554522,11,3,3,2,3,3184197.83203125,7641.80263259108
1254,6037208903,18,3,5,5,5,232650.8671875,2594.57548498816
1255,6037209102,20,5,5,5,5,443516.7421875,3077.46806322791
1256,6037209300,20,5,5,5,5,447287.96484375,2919.09435741426
1257,6037208904,19,4,5,5,5,163850.0703125,1681.21194138446
1258,6037209401,20,5,5,5,5,315433.37109375,2346.74797030811
1259,6037209200,19,5,5,4,5,595592.08203125,3220.12631549581
1260,6037209403,20,5,5,5,5,201840.8125,1798.54039372443
1261,6037209510,20,5,5,5,5,266075.4765625,2139.58071577571
1262,6037209520,20,5,5,5,5,339132.15234375,2381.3376841358
1263,6037209810,20,5,5,5,5,218938.078125,1995.04895633546
1264,6037209820,19,5,5,5,4,261489.18359375,2095.73462080486
1265,6037210010,20,5,5,5,5,600200.34765625,3278.73196693985
1266,6037211000,8,3,3,1,1,3886448.984375,9264.45770178426
1267,6037211410,17,4,4,4,5,395737.8125,2766.19134060987
1268,6037211320,19,5,5,4,5,272047.109375,2089.20579509679
1269,6037211310,20,5,5,5,5,210117.75390625,1840.68521299783
1270,6037211420,16,3,4,4,5,556745.30859375,3094.36723683053
1271,6037211802,16,2,5,4,5,475289.6015625,2922.30167398758
1272,6037211701,11,2,4,2,3,947621.71484375,3876.19649816003
1273,6037211910,19,4,5,5,5,201546.82421875,1802.02460062703
1274,6037296500,11,4,2,3,2,1316719.16796875,5082.961526945
1275,6037297110,17,5,3,4,5,706615.45703125,3362.61639279015
1276,6037297400,5,1,1,1,2,3257373.1875,7917.50130785494
1277,6037297500,5,2,1,1,1,3222512.0390625,7480.64542263962
1278,6037300200,6,1,1,1,3,2768832.109375,7984.33452644528
1279,6037609900,8,1,1,3,3,774731.9140625,5153.28140527485
1280,6037296220,17,5,3,4,5,773683.6328125,3516.08204546944
1281,6037670413,4,1,1,1,1,3164868.3828125,7671.00662037235
1282,6037269903,15,5,4,2,4,412340.796875,2838.01562017361
1283,6037269602,12,5,4,2,1,423927.58203125,2698.72212879443
1284,6037269601,15,5,4,4,2,484849.75390625,2779.62348619362
1285,6037267902,8,3,3,1,1,1135297.6640625,4736.60395083251
1286,6037910209,7,1,1,2,3,4334321.78125,10738.7882303146
1287,6037910208,9,1,2,3,3,4885711.859375,9895.27334281375
1288,6037910207,6,1,1,2,2,6560164.375,12323.6675969663
1289,6037910101,12,1,2,5,4,90854955.7539063,51326.4587846869
1290,6037901210,8,1,1,2,4,34189183.0234375,37078.9495953714
1291,6037901008,10,2,1,3,4,3984268.6796875,7984.8606991244
1292,6037900508,10,1,2,3,4,5907637.51953125,9931.31788899573
1293,6037800331,8,4,1,2,1,2790658.5859375,8605.87278304771
1294,6037134424,4,1,1,1,1,5438718.80078125,10055.4899939227
1295,6037134423,7,1,1,1,4,2295921.2265625,6788.95237239069
1296,6037134002,14,5,2,4,3,1102680.0234375,5030.12199655746
1297,6037134001,14,5,2,4,3,854139.3984375,4485.73328030517
1298,6037132502,10,2,1,3,4,918103.96875,4042.9281917499
1299,6037132501,10,2,1,3,4,1028347.5390625,4061.11564704308
1300,6037132102,10,3,2,3,2,2007224.25390625,6969.3646990182
1301,6037132101,10,1,4,3,2,1187612.375,4384.96002061883
1302,6037132002,10,2,3,3,2,2344562.09375,7765.32792737353
1303,6037132001,7,2,1,2,2,1416607.51953125,4863.9536819576
1304,6037131702,9,2,1,3,3,1054336.18359375,4119.18427923769
1305,6037128802,11,2,2,2,5,1417877.25,4870.28547684155
1306,6037128602,11,4,2,1,4,1661136.23046875,5362.00456536901
1307,6037530802,13,2,5,3,3,825075.59375,5328.09818706119
1308,6037530601,14,3,5,4,2,833116.98046875,4863.02092881977
1309,6037530602,16,4,5,4,3,962654.23046875,5289.24659810731
1310,6037574500,8,2,2,1,3,3819931.8359375,9298.90867291061
1311,6037574901,6,1,2,1,2,1946767.2265625,6228.2089130467
1312,6037577100,9,1,2,1,5,1762657.41015625,5331.59342864676
1313,6037575002,11,2,3,2,4,1399430.07421875,5409.47574675508
1314,6037572201,14,2,4,3,5,2251948.94921875,6680.50036339874
1315,6037481901,16,5,5,2,4,2667560.12890625,7261.22562149883
1316,6037481401,12,1,3,4,4,1762326.30859375,6000.86666276989
1317,6037482304,14,2,3,5,4,911755.92578125,4735.50442691927
1318,6037482402,14,4,4,4,2,5070799.51953125,13572.1689138265
1319,6037482503,12,2,3,5,2,1074045.5,4168.40647999618
1320,6037134421,4,1,1,1,1,3135311.640625,7103.09569392937
1321,6037530101,19,4,5,5,5,1479622.90625,5165.16659788648
1322,6037294820,15,3,3,5,4,556525.1796875,3012.53021059008
1323,6037111204,5,2,1,1,1,4855559.89453125,9560.5354488971
1324,6037113212,8,4,1,1,2,1462857.70703125,5213.71034862658
1325,6037113234,12,3,1,4,4,1499384.81640625,6195.91948602901
1326,6037113211,9,3,1,2,3,10703209.9492188,13936.316499554
1327,6037113232,4,1,1,1,1,3033838.8046875,8697.62558310183
1328,6037113321,13,5,1,3,4,1538378.58203125,5041.05759468213
1329,6037113231,5,1,1,1,2,6081696.30859375,15743.6114304649
1330,6037113301,6,1,1,2,2,3332203.32421875,8369.64115962381
1331,6037113303,8,3,1,2,2,5984523.28515625,11442.5754652203
1332,6037113401,8,3,1,2,2,3595104.82421875,7641.54853603196
1333,6037601401,17,5,5,4,3,2283300.6796875,6711.68966058065
1334,6037601211,18,5,5,4,4,845436.38671875,3749.48860822299
1335,6037600201,14,3,4,5,2,854999.55859375,4202.16337741213
1336,6037601002,15,4,4,4,3,920405.390625,4115.86509227489
1337,6037600100,13,2,4,5,2,1102647.89453125,4546.34853676367
1338,6037601212,16,4,4,4,4,850948.98828125,3713.9836354707
1339,6037600902,16,5,4,5,2,1163157.58203125,4932.32622646554
1340,6037273100,7,2,3,1,1,1709983.50390625,5687.77185192326
1341,6037602004,13,3,5,3,2,859949.24609375,3738.16574851547
1342,6037602003,15,3,5,5,2,910651.1328125,3800.04358025858
1343,6037602103,14,3,5,4,2,1213282.63671875,4391.75756575327
1344,6037301000,14,3,4,3,4,3022358.90234375,7762.49074343301
1345,6037302002,16,3,4,4,5,736921.12109375,3545.73467042966
1346,6037300902,7,2,2,1,2,6447380.875,13563.7839739867
1347,6037302103,14,2,3,4,5,806260.03515625,3524.92182220979
1348,6037302301,16,5,5,3,3,1026889.57421875,4860.11041001465
1349,6037302201,18,4,4,5,5,732384.6953125,3931.5611599401
1350,6037302202,15,3,4,3,5,741597.109375,4034.79217524262
1351,6037311700,9,2,3,2,2,3452496.265625,7691.09474959951
1352,6037535300,17,5,5,5,2,1564340.72265625,6167.86715285113
1353,6037534502,14,4,4,4,2,842566.734375,5090.44077950117
1354,6037188300,14,5,4,2,3,1350158.90625,4674.02585058533
1355,6037532606,19,4,5,5,5,404822.109375,2891.85383433544
1356,6037532603,18,4,5,5,4,956387.97265625,4152.61232673266
1357,6037532604,20,5,5,5,5,377185.609375,3233.47700502464
1358,6037532605,19,4,5,5,5,767119.0234375,3818.44882245182
1359,6037534203,19,5,5,5,4,1122806.99609375,5393.30688003963
1360,6037532800,18,4,5,5,4,802475.09765625,3693.96338638389
1361,6037533106,15,2,5,4,4,437975.9296875,2949.30822772678
1362,6037432101,9,2,2,3,2,1713459.7578125,5308.33485698202
1363,6037432402,16,4,3,4,5,2197140.87890625,6917.90670743684
1364,6037432102,8,2,3,2,1,2741953.80078125,6863.77836087036
1365,6037480101,11,3,4,2,2,1656616.3203125,5332.93614799136
1366,6037480012,8,2,2,2,2,1874747.9453125,5618.0566575272
1367,6037480201,7,1,2,1,3,2234454.34375,7053.18652021169
1368,6037481101,13,2,3,3,5,1293315.94140625,4970.35400791439
1369,6037403402,10,3,3,2,2,2534148.2421875,6487.03318256785
1370,6037403404,8,2,3,2,1,3499710.3046875,9258.22965510063
1371,6037403407,5,1,2,1,1,6908540.51171875,13817.0424511524
1372,6037403703,9,2,2,2,3,3147819.79296875,8301.91377719246
1373,6037403600,8,2,3,2,1,7185825.1171875,14025.8178389691
1374,6037404902,8,1,2,3,2,1020613.109375,4337.57535920379
1375,6037405400,9,3,2,2,2,1971765.2578125,7517.76990881995
1376,6037554512,8,2,2,1,3,5581482.81640625,9733.44204522319
1377,6037554517,7,1,1,2,3,1910549.21484375,5832.84528258144
1378,6037554515,7,1,1,2,3,1757153.30859375,6006.09588966146
1379,6037500300,7,2,3,1,1,13108917.1601563,16616.0078529443
1380,6037551300,16,3,4,4,5,2225331.08203125,6100.80209786106
1381,6037552800,9,1,2,3,3,1881259.78515625,5826.28748402485
1382,6037552900,11,1,3,3,4,1900159.8125,5870.6785844052
1383,6037552400,12,4,3,3,2,1354252.93359375,5766.07630103467
1384,6037211500,12,4,4,2,2,1327705.875,4822.77296299741
1385,6037212202,19,5,5,5,4,304008.87109375,2385.53770408979
1386,6037212304,17,3,5,4,5,301027.50390625,2322.26557409756
1387,6037212303,20,5,5,5,5,227349.09375,1923.2328359298
1388,6037212204,20,5,5,5,5,310960.03515625,2264.06825929739
1389,6037212203,20,5,5,5,5,154809.703125,1659.14073163325
1390,6037212306,19,5,5,4,5,236464.078125,1958.05228109833
1391,6037212410,15,1,5,4,5,228943.0390625,2044.88359462913
1392,6037212305,19,5,5,5,4,159890.78515625,1604.61860880734
1393,6037212610,17,4,5,3,5,519139.7734375,3081.23632996043
1394,6037213201,20,5,5,5,5,488890.265625,3018.35441780672
1395,6037212420,18,4,5,4,5,207438.37890625,1824.51897951396
1396,6037212620,18,5,4,4,5,422960.390625,2925.35378025106
1397,6037212900,17,5,4,4,4,546417.09375,3295.31786321713
1398,6037212800,14,4,4,3,3,1137396.6484375,4320.97085097515
1399,6037213100,16,5,4,3,4,783080.51953125,3868.29407855998
1400,6037213202,20,5,5,5,5,493355.83203125,2996.34478896098
1401,6037213402,19,5,4,5,5,576624.18359375,3057.05696796315
1402,6037213401,20,5,5,5,5,282336.16015625,2326.84307920257
1403,6037213310,20,5,5,5,5,455902.8671875,2881.86100550839
1404,6037213320,18,5,4,4,5,458685.16015625,2892.10226129523
1405,6037460000,6,1,2,1,2,9907763.61328125,16974.2898078413
1406,6037700200,14,4,5,1,4,1024196.01953125,5167.39319440541
1407,6037221710,19,5,5,4,5,480892.73828125,2984.12941928786
1408,6037553000,10,3,3,3,1,1832418.91015625,5991.90192236819
1409,6037293304,12,4,3,3,2,826519.1484375,3646.51202781993
1410,6037227020,15,2,5,4,4,639578.91015625,3374.35887564002
1411,6037228220,17,3,5,5,4,531408.34375,3349.331194589
1412,6037228310,17,3,5,5,4,796225.7734375,4141.33949618438
1413,6037228210,19,4,5,5,5,599752.41015625,3381.83574268093
1414,6037228100,18,4,5,5,4,1468677.4765625,5624.65084557766
1415,6037228420,19,5,5,5,4,404644.0546875,2917.97279669605
1416,6037228320,17,3,4,5,5,492513.046875,3758.21291416707
1417,6037228410,18,4,5,5,4,407045.59765625,2614.11433043913
1418,6037228500,17,4,4,5,4,654767.734375,3392.38306705215
1419,6037650605,10,3,3,2,2,704534.3515625,3377.4181363028
1420,6037650604,11,2,3,3,3,749955.69140625,3484.08033424584
1421,6037461501,8,1,1,2,4,1470796.55859375,5047.94453818075
1422,6037267403,13,4,5,2,2,356547.36328125,2880.07567594896
1423,6037265601,8,2,4,1,1,908324.97265625,4219.25406155926
1424,6037239802,16,2,5,5,4,888167.56640625,4135.74152798945
1425,6037239702,16,4,5,5,2,707500.3515625,3697.53232438335
1426,6037264103,10,2,3,2,3,340161.5859375,2707.30906111249
